Company Name,Tags,Phone,Address
馬來亞餐廳,馬來西亞菜, 2548 4980,半山 般咸道37-47號穎章大廈地下1D舖
馬華餐廳,馬來西亞菜, 2367 3552,佐敦 佐敦道12號耀棠閣地下
新樂園魚蛋粉 ,馬來西亞菜, 2889 2598,"小西灣 小西灣道9號富欣花園59,62-63號舖"
旺泰特食,"泰國菜,thai food,泰國菜,泰菜", 2791 6399,西貢 親民街16號西貢花園地下4號舖
Aroy Khao Man Gai,泰國菜, 2728 2333,"Smiling Plaza, Sham Shui Po"
Big Rich Internatl Devlpmnt Ltd,泰國菜, 2889 0115,"Fung Cheung Hse, Wong Tai Sin"
China Fortune Enterprises Ltd,泰國菜, 2428 8816,觀塘 Ricky Centre
Mini Bangkok Seafood & Grill,泰國菜, 2716 7868,"The Prince Place, Kowloon City"
Noble Regent Ltd,泰國菜, 2522 1216,灣仔 Mountain View Mans
Spice 8 Ltd,泰國菜, 2330 7950,"The Metropolis Mall, Hung Hom"
Tuk-Tuk Thai Rest,泰國菜, 2544 0166,"30 Graham St, Central District"
佳年(香港)有限公司,泰國菜, 2721 3618,尖沙咀東 南洋中心
旺泰特食,泰國菜, 2791 6500,西貢 高富樓
金不換泰國餐廳,泰國菜, 2890 1993,銅鑼灣 利舞臺廣場
Yield Billion Devlpmnt Ltd,東南亞菜, 2234 5637,"Fu Lam Ct, Tsim Sha Tsui"
真心泰國菜,泰國菜, 2191 4977,旺角 砵蘭街215號德昌商業大廈2樓
景晉集團有限公司,東南亞菜, 2441 6786,屯門 香港黃金海岸
G Dragon Internatl Catering Ltd,東南亞菜, 2468 0438,"17 Ashley Rd, Tsim Sha Tsui"
SHIOK,東南亞菜, 2117 3916,銅鑼灣 軒尼詩道500號希慎廣場11樓美食廣場1109號
The Glasshouse,東南亞菜, 2383 4008,"Two Internatl Finance Centre, Central District"
The Spice Market,東南亞菜, 2113 6046,"3/F, Prince Hotel, Harbour City, Tsim Sha Tsui"
沙嗲軒,東南亞菜, 3178 9050,尖沙咀 中港城
花月庭,"歐洲菜,東南亞菜", 2622 6154,"旺角 太子道西193號帝京酒店2樓 ,"
迦南美食,東南亞菜, 2496 0003,深井 深井村
海南村,東南亞菜, 2736 0133,尖沙咀 中港城
馬來一菜館,東南亞菜, 2213 6613,堅尼地城 皇后大道西508號香港盛貿飯店2樓
喇沙王,東南亞菜, 2581 1871,中區 
Red Bar + Restaurant,加州菜, 8129 8882,"4/F, Two IFC, 8 Finance Street, Central District"
Pak Muslim Curry Hse,其他亞洲菜, 2426 4931,"Ming Tak Bldg, Kwai Chung"
Satay King (Holdings) Co Ltd,其他亞洲菜, 2893 6667,"Goldmark, Causeway Bay"
Windows On The World Rests Ltd,其他亞洲菜, 2752 6009,"Chek Lap Kok, Chek Lap Kok"
旺角咖哩大皇,其他亞洲菜, 2771 4793,旺角 鴻都大廈
御泰坊,泰國菜, 3580 1660,觀塘 觀塘道418號創紀之城五期(apm)4樓1-2號舖
滋味堡,其他亞洲菜, 2387 1186,長沙灣 順寧道98號美寧中心A座8號舖
Bombay Dreams (HK) Ltd,印度菜, 2978 3966,"Carfield Coml Bldg, Central District"
Fusion Concepts Ltd,印度菜, 2318 0451,"301 Castle Peak Rd, Kwai Chung"
 Mansarover Indian Restaurant,印度菜, 2109 1927,東涌 東涌路嶺皮村21號地下
Aashirwad Contemporary Vegetarian Cuisine ,印度菜, 3106 0860,尖沙咀 棉登徑1號1樓
AD Kitchen Co Ltd,印度菜, 3101 1031,"Wayson Coml Hse, Wan Chai"
Ali Baba Kashmir Curry Hse,印度菜, 2368 1497,紅磡 95 Ma Tau Wai Rd
Bacco ,印度菜, 2574 7477,西貢 萬年街21號地下
Balaji Group Ltd,印度菜, 2791 4466,"Lung Mei Tsuen, Tai Po"
BAR Restaurant,印度菜, 2537 5037,中區 干諾道中8號交易廣場1-2號舖
Basmati,印度菜, 2541 0995,"San Toi Bldg, Sheung Wan"
Bombay Dreams Indian Cuisine,印度菜, 2971 0001,中區 雲咸街77號4樓
Branto 印度素食餐廳 ,印度菜, 2366 8171,尖沙咀 樂道9-11號1樓
Central Indian Restaurant,印度菜, 2850 5075,上環 永樂街1-3號世瑛大廈1樓101室
La Postre,西班牙菜, 2668 5802,"50 Wing Lok St, Sheung Wan"
茂隆亞洲有限公司,西班牙菜, 2537 7613,中區 威靈頓廣場
堅景有限公司,西班牙菜, 2537 8856,中區 Shun Ho Tower
1/5 Nuevo,西班牙菜, 2529 2300,灣仔 星街9號地下
22 Ships,西班牙菜, 2555 0722,灣仔 船街22號地下
ABC Kitchen,西班牙菜, 9278 8227,上環 皇后街1號皇后街熟食市場7號舖
Cafe Duvet,西班牙菜, 2987 0966,愉景灣 D Deck地下G06號舖
Comida Grill,西班牙菜, 2530 3118,中區 蘇豪士丹頓街22號地下
Cubix,西班牙菜, 3607 2011,灣仔 菲林明道41號芬名酒店大堂
El Cid Bar & Rest,西班牙菜, 2312 1898,"New Knutsford Hse, Tsim Sha Tsui"
El Pomposo,西班牙菜, 2196 8123,尖沙咀 柯士甸道西1號圓方(Elements)3樓平台R009號舖
Fandango Spanish Restaurant,西班牙菜, 2957 8797,尖沙咀 廣東道100號彩星集團大廈9樓
Fofo by el Willy,西班牙菜, 2900 2009,中區 威靈頓街2號M88 20樓
好運印尼餐廳,印尼菜, 2389 3545,觀塘 鴻昌大廈
Ladang Gumelar (HK) Co,印尼菜, 2881 6386,"Fair View Coml Bldg, Causeway Bay"
Sedique Halal Mess,印尼菜, 2367 4445,尖沙咀 彌敦道36-44號重慶大廈A座6樓A3室
Warung Malang Club,印尼菜, 2915 7859,銅鑼灣 邊寧頓街9號登龍閣2樓
山澗會,印尼菜, 9586 3967,粉嶺 沙頭角道丹竹坑新屋仔
巴東印尼餐廳,印尼菜, 2881 5075,銅鑼灣 百德新街22號翡翠明珠廣場1樓1至2號舖
印尼沙嗲屋,印尼菜, 2886 5796,筲箕灣 東大街76D地下
印尼美食館,印尼菜, 2881 0103,銅鑼灣 敬誠街9號地下
印尼峇里料理 ,印尼菜, 2338 2787,尖沙咀 厚福街8號H8 8樓
印尼餐廳 ,印尼菜, 2367 3287,尖沙咀 加連威老道66號1-2樓
回味無窮印尼餐館,印尼菜, 2499 3288,荃灣 路德圍富華街5號運通洋樓地下
好好味食坊,印尼菜, 6350 1763,北角 馬寶道68號19A
串得囍印尼沙嗲專門店 ,印尼菜, 2404 7822,屯門 湖秀街2號悅湖山莊悅湖商場地下152號舖
上野鐵板燒專門店,"日本菜,Japanese,Teppan Yaki,日本料理,日本菜,刺身,壽司,鐵板,鐵板燒", 2780 2818,旺角 通菜街79號地下
Advance Top Ltd,日本菜, 2890 2073,"Kwong Yuen Lau, Sheung Wan"
Ark Corp Ltd,日本菜, 2562 8706,"Hon Way Mans, Quarry Bay"
Beppu Menkan (V) Ltd,日本菜, 2741 2889,長沙灣 Kin Yip Plaza
Ginza Iwa Sushi Sumibi Iwa,日本菜, 2619 0982,"Grand Millennium Plaza, Sheung Wan"
H & Y Food Serv Co Ltd,日本菜, 2882 8905,"Henry Hse, Causeway Bay"
Hyakunousha Internatl Ltd,日本菜, 2877 7382,"Causeway Centre, Wan Chai"
Iroha Japanese Food Serv Co Ltd,日本菜, 2882 9877,"Jardine Centre, Causeway Bay"
Kei Chuen Internatl Co Ltd,日本菜, 2967 1727,"Rockson Mans, Sai Ying Pun"
Lubuds Mgt Workshop Ltd,日本菜, 3983 0100,"Scomber Bldg, Wong Chuk Hang"
Mutual Talent Ltd,日本菜, 2735 6899,"HK Hotel, Tsim Sha Tsui"
New Crown Ltd,日本菜, 2812 9689,"Island Resort Shopping Arc, Siu Sai Wan"
OX (HK) Co Ltd,日本菜, 2543 0150,"Vanta Ind Centre, Kwai Chung"
現代電子科技公司,娛樂設備, 2744 8210,長沙灣 時代中心
彭氏保齡用品供應,娛樂設備, 8209 8191,跑馬地 成和道33
金諾燈光音響工程有限公司,的士高配備及用品, 2489 2831,葵涌 瑞榮工業大廈
Arena HK Ltd,戶外活動設施, 2172 6308,"Double Coml Bldg, Central District"
吉士康體有限公司,戶外活動設施, 2957 8805,大角咀 國貿中心
百利行工程公司,戶外活動設施, 2393 9681,油塘 
New Fu Tai B B Q Ltd,燒烤場地, 2469 8000,"Fu Hang Rd, Tuen Mun"
偉記士多,燒烤場地, 2443 1485,元朗 大旗嶺
燒烤樂園有限公司,燒烤場地, 2613 1811,屯門 大欖涌村
小欖燒烤樂園有限公司,燒烤場地, 2459 9928,屯門 大欖涌
巴希雅海灣重慶燒烤,四川菜, 2662 6869,大埔 汀角路龍尾村101號
印度會,燒烤場地, 2388 8184,京士柏 加士居道24
西鐵燒烤樂園有限公司,燒烤場地, 2470 1515,元朗 英龍圍
野戰燒烤樂園,燒烤場地, 2792 1700,西貢 沙下
錦田鄉村俱樂部,燒烤場地, 2442 3376,元朗 
百老匯院線,"電影院,電影發行", 2529 3898,金鐘 夏愨道18號海富中心第2座12樓1212室
Willex Enterprises Ltd,電影院, 2476 2330,"Yuen Long Theatre, Yuen Long"
海運戲院,電影院, 2377 2100,尖沙咀 廣東道3號海運大廈地下
新寶戲院,電影院, 2332 1939,旺角 鴻都大廈
豪華戲院,電影院, 2399 0363,旺角 豪華廣場
AMC太古廣場戲院,電影院, 2265 8933,金鐘 金鐘道88
MCL將軍澳,電影院, 3194 5179,將軍澳 欣景路8號新都城2期地下
MCL德福,電影院, 2759 2248,九龍灣 偉業街33號德福花園平台
Star Win Enterprises Ltd,電影院, 2276 0700,"100 Nathan Rd, Tsim Sha Tsui"
The Grand,電影院, 2196 8170,尖沙咀 柯士甸道西1號Elements 2樓
UA Director's Club,電影院, 3918 5888,筲箕灣 太古城道18號太古城中心1期5樓
UA iSQUARE,電影院, 3918 5888,尖沙咀 彌敦道63號國際廣場7樓
Barista Jam,澳洲菜, 2854 2211,上環 蘇杭街126-128號地下D舖
"Black Stump, Australian Grill & Bar",澳洲菜, 2721 0202,尖沙咀 諾士佛臺1號地下
Coast Bistro and Bar,澳洲菜, 2544 5888,中區 蘇豪荷李活道32號建業榮基中心1樓
Kangaroo Downunder,澳洲菜, 3175 8928,尖沙咀 漆咸道53號嘉芙中心地庫
Manta Ray Seafood Rest Discovery Bay,澳洲菜, 2987 2298,"DB Plaza, Discovery Bay"
Valerie's (Island Resort) Ltd,澳洲菜, 2248 5757,"Island Resort Shopping Arc, Siu Sai Wan"
Wagyu,澳洲菜, 2525 8805,中區 雲咸街60號中央廣場地下3號
Wagyu Lounge,澳洲菜, 2522 1438,中區 蘇豪奧卑利街3號荷李活商業大廈地舖
Wooloomooloo Bar & Grill,澳洲菜, 2722 7050,"Tsim Sha Tsui Centre, Tsim Sha Tsui East"
Wooloomooloo Prime,澳洲菜, 2870 0087,尖沙咀 彌敦道100號The ONE 21樓
全天然雪糕,澳洲菜, 2781 4978,旺角 登打士街56號家樂坊G03舖
金都餐廳,澳洲菜, 2476 5667,元朗 谷亭街15號地下
咪走雞,澳洲菜, 2537 8285,半山 太子台1號地下A舖
大有利公司,麻雀耍樂, 2342 6480,觀塘 康華樓
利興麻雀娛樂公司,麻雀耍樂, 2782 7843,油麻地 廟街160
創兆國際發展有限公司,麻雀耍樂, 2730 2621,油麻地 世華商業大廈
Kila,愛爾蘭菜, 2522 8118,中區 雲咸街79號夏利里拉行地下
Solas,愛爾蘭菜, 3162 3710,中區 雲咸街60號中央廣場地下
Glory River Devlpmnt Ltd,麻雀耍樂, 2625 9991,"Sun Hing Bldg, Mong Kok"
Golden Club,麻雀耍樂, 2803 4662,"The Broadville, Happy Valley"
Lung Ting Mahjong,麻雀耍樂, 3691 9025,"Tak Po Bldg, Tsuen Wan"
On Perfect Enterprises Ltd,麻雀耍樂, 2770 8137,"Mee Cheong Bldg, Mong Kok"
Shui Hing Mahjong Schl,麻雀耍樂, 2384 3007,"199 Portland St, Mong Kok"
Shui Hing Mahjong Schl Ltd,麻雀耍樂, 2770 5055,"199 Portland St, Mong Kok"
Sun Hoi Lee,麻雀耍樂, 8100 1431,"44 Gillies Ave, Hung Hom"
Future Lounge,酒廊, 2381 5111,"Lok Hing Mans, Mong Kok"
Sky Lounge,酒廊, 2369 1111,尖沙咀 香港喜來登酒店18樓
B C Lounge,酒廊, 2398 2138,"220 Tung Choi St, Mong Kok"
Chief Lounge,酒廊, 2477 6893,"Tai Fook Centre, Yuen Long"
D-One Lounge,酒廊, 2504 5129,"50 Jardine's Bazaar, Causeway Bay"
Greenwood Lounge,酒廊, 2698 7349,"Greenwood Terr, Sha Tin"
HK Cafe,酒廊, 2865 2238,"Yen Men Bldg, Wan Chai"
Crown Game Centre,娛樂場所, 2360 9244,"Wai Lee Coml Bldg, Sham Shui Po"
Stylish Lounge,酒廊, 2705 5122,"Kim Tak Bldg, Yau Ma Tei"
The Lounge & Bar,酒廊, 2263 2270,尖沙咀 柯士甸道西1號環球貿易廣場(ICC)香港麗思卡爾頓酒店102樓
友情,酒廊, 2368 8217,尖沙咀 華懋金馬倫中心
快船廊,酒廊, 2825 4007,中區 干諾道中5號香港文華東方酒店閣樓
香港JW萬豪酒店大堂酒廊,酒廊, 2810 8366,金鐘 金鐘道88號太古廣場香港JW萬豪酒店大堂
逍遙鐳射酒廊,酒廊, 2981 2776,長洲 興隆正街111
Sideways (Driving Club),娛樂場所, 2523 0983,"65 Peel St, Sheung Wan"
何文田保齡球體育館,娛樂場所, 2116 1536,何文田 忠孝路60號愛民村愛民商場2樓1號舖
金碧舞廳,娛樂場所, 2264 8920,油麻地 麗都樓
美國冒險樂園,娛樂場所, 2640 7900,觀塘 聯合興業工業大廈(顧客服務熱線)
Amelie Servs Ltd,浴室, 2357 0850,"Entrepot Centre, Kwun Tong"
香港保齡球城,娛樂場所, 2620 3010,九龍灣 展貿徑1號EMax地下展覽廳A及B
葵涌電視遊戲機中心,娛樂場所, 2428 0298,葵涌 葵涌中心
123遊戲中心,娛樂場所, 2715 7827,馬頭角 中南大廈
328 Tv Game Ltd,娛樂場所, 2981 0299,"19 Centre St, Sai Ying Pun"
３６９電子遊戲中心,娛樂場所, 2329 5392,慈雲山 慈華里5
Aco Co Ltd,娛樂場所, 2659 9638,"Lei Uk, Ta Kwu Ling"
Baccarat Game Centre,娛樂場所, 2660 6689,"Treasure Gdn Coml Complex, Tai Po"
Golden Treasure Sauna,浴室, 2314 3188,"Knapwood Coml Bldg, Yau Ma Tei"
Sunny Win Holding Ltd,浴室, 2740 5800,尖沙咀 Charmhill Centre
Tibet Red,浴室, 2716 6639,"96 Nga Tsin Wai Rd, Kowloon City"
港灣桑拿有限公司,浴室, 2824 1282,灣仔 會景閣
德興桑拿,浴室, 2369 8355,油麻地 寶來大廈
Big Shot Steam Bath,浴室, 2776 5008,"Penta Hse, Sham Shui Po"
Ce Sauna,浴室, 3116 5750,"Cheung Hing Coml Bldg, Central District"
Central Escalator,浴室, 2581 9951,"Cheung Hing Coml Bldg, Central District"
Lotus Leisures,浴室, 2503 3838,"Citicorp Centre, North Point"
Utopia Sauna & Health Club,浴室, 2723 3418,"Energy Plaza, Tsim Sha Tsui East"
明珠桑拿,浴室, 2356 7366,紅磡 昌盛金舖大樓
長隆集團(香港)有限公司,主題公園, 3160 8936,尖沙咀 麼地道62號永安廣場8樓05室
香港迪士尼樂園,主題公園, 3550 3388,大嶼山 竹篙灣
海洋公園,主題公園, 3923 2888,黃竹坑 黃竹坑
Hua Wen Film Video Ltd,錄影服務, 2880 0968,"Eastern Centre, Quarry Bay"
美地亞影視製作有限公司,錄影服務, 2834 4511,北角 海景大廈
International Night Club,夜總會, 2783 8112,"Wai Wah Coml Bldg, Yau Ma Tei"
鄉村夜總會,夜總會, 2520 1829,灣仔 興邦大廈
Cheers Club,夜總會, 2520 6891,"Gaylord Coml Bldg, Wan Chai"
Club 18,夜總會, 2658 2922,"Car Po Coml Bldg, Sheung Wan"
Club Suzie Wong,夜總會, 2865 3828,"Hing Bong Mans, Wan Chai"
Fair Lady Karaoke Night Club,夜總會, 3529 2684,"Woon Lee Coml Bldg, Tsim Sha Tsui"
新世紀工作室,錄音室租賃, 2365 9132,紅磡 紅磡商業中心
Jackpot Night Club,夜總會, 2770 8831,"Mee Cheong Bldg, Mong Kok"
Japan City Karaoke Night Club,夜總會, 2780 3778,"Buckingham Bldg, Yau Ma Tei"
Kam Hoo Wah Night Club,夜總會, 2381 2284,"Tak Cheung Bldg, Mong Kok"
Madrid Karaoke Night Club,夜總會, 2994 0623,"Xing Hua Centre, Yau Ma Tei"
Oriental Night Club,夜總會, 2780 4322,"Buckingham Bldg, Yau Ma Tei"
Placeto Night Club,夜總會, 2385 1579,"Pat Tat Mans, Yau Ma Tei"
Princess Night Club,夜總會, 2782 7760,"Buckingham Bldg, Yau Ma Tei"
Bar Pac Lxxi Internatl Ltd,酒吧, 2323 0660,"Pearl Hse, Kowloon City"
Bar Pac Lxxiii Internatl Ltd,酒吧, 2323 9892,"Chun Chu Hse, Yuen Long"
Bar Pac Lxxviii Internatl Ltd,酒吧, 2955 5667,"Mongkok Metro, Mong Kok"
Bar Pac Viii Internatl Ltd,酒吧, 2389 8796,"66 Hong Ning Rd, Kwun Tong"
Bar Pac Xii Internatl Ltd,酒吧, 2414 8660,"415 Castle Peak Rd, Tsuen Wan"
Bar Pac Xxix Internatl Ltd,酒吧, 2866 1933,"Lin Fung Hse, Sha Tin"
Darshell Ltd,酒吧, 2328 7777,"21 Man Nin St, Sai Kung"
Delaney's Devlpmnt Ltd,酒吧, 2544 7581,華富 The Arc Cyberport
GG Bar 2酒吧,酒吧, 2156 9909,灣仔 維新大廈
House Bar,酒吧, 2398 7368,"Oscar Ct, Mong Kok"
Misty's,酒吧, 2503 0866,"Wayson Coml Hse, Wan Chai"
Ned Kelly's Last Stand,酒吧, 2376 0576,"11A Ashley Rd, Tsim Sha Tsui"
Ned Kelly's Last Stand Ltd,酒吧, 2761 0709,"Universal Coml Bldg, Tsim Sha Tsui"
金山軟件有限公司,網上遊戲, 3104 8118,荃灣 海盛路9號有線電視大樓13樓1309A室
智冠科技(香港)有限公司,網上遊戲, 2729 2781,長沙灣 楊耀松第六工業大廈
雲遊控股有限公司,網上遊戲, (86 020) 6660 8091,中區 皇后大道中15號置地廣場告羅士打大廈8樓
聯夢活力世界有限公司,網上遊戲, 2110 8100,灣仔 港灣道25號海港中心9樓909室
霹靂啪喇網絡遊戲有限公司,網上遊戲, 2807 1800,尖沙咀 海洋中心
Hardocz Co,網上遊戲, 2638 9977,"31 Po Yick St, Tai Po"
Msystem.com.hk Ltd,網上遊戲, 2396 6999,旺角 Golden Era Plaza
一網絡技術服務有限公司,網上遊戲, 2898 3611,元朗 青山公路170
華龍電子零件公司,網上遊戲, 2756 1824,牛頭角 仁厚大廈
網絡基地,網上遊戲, 2766 0195,紅磡 遠華樓
戰地網絡,網上遊戲, 8100 3114,荃灣 嘉新大樓
HK Repertory Theatre Ltd,劇團及代理, 2333 0570,"367 Queen's Rd C, Sheung Wan"
Tin Ma Music & Opera Assn Ltd,劇團及代理, 2402 1506,"Wealthy Plaza, Shau Kei Wan"
Wind Mill Grass Theatre Ltd,劇團及代理, 2389 9220,荃灣 Metropolitan Ind & Warehse Bldg
中英劇團,劇團及代理, 2521 6628,半山 波老道10
前進進戲劇工作坊有限公司,劇團及代理, 2503 1630,土瓜灣 馬頭角道63
香港歌劇協會有限公司,劇團及代理, 2234 0303,石塘咀 太平洋廣場
新域劇團,劇團及代理, 2606 7272,油塘 茶果嶺道
影話戲有限公司,劇團及代理, 2567 5888,觀塘 泛亞中心
Class 7A Drama Group Ltd,劇團及代理, 8102 3768,"HK Arts Centre, Wan Chai"
Fantasy Puppet Theatre,劇團及代理, 3520 3172,"132 Wai Yip St, Kwun Tong"
Precious Jade Cantonese Opera Troupe,劇團及代理, 2393 9281,"17 Pitt St, Yau Ma Tei"
前進進戲劇工作坊有限公司,劇團及代理, 2503 3692,土瓜灣 馬頭角道63
香港兒童音樂劇團,劇團及代理, 2566 6677,北角 百樂商業中心
Crown Glory Ltd,卡拉OK, 2838 8026,"Kam Chung Bldg, Wan Chai"
New A Golden Rose Karaoke Night Club,卡拉OK, 2309 1278,"Manly Coml Bldg, Mong Kok"
俊姿有限公司,卡拉OK, 2388 6485,油麻地 富運商業中心
越俐有限公司,卡拉OK, 2573 9601,灣仔 宇宙商業大廈
新幸運星卡拉OK夜總會,卡拉OK, 2332 3881,油麻地 金漢大廈
新輝煌卡拉OK夜總會,卡拉OK, 2374 0271,旺角 新興大廈
樺龍有限公司,卡拉OK, 2443 0357,元朗 合益商業中心
Bma Ktv (Bcc) Ltd,卡拉OK, 2312 7233,"Bank Of Credit & Commerce Bldg, Tsim Sha Tsui"
Bma Ktv (Tonnochy) Ltd,卡拉OK, 2827 8682,"Tonnochy Towers, Wan Chai"
Bma Ktv (Wh) Ltd,卡拉OK, 2808 1262,"Windsor Hse, Causeway Bay"
Cheng Man Tat,卡拉OK, 2380 3245,"Yip Lee Hse, Mong Kok"
Music Advance Ltd,卡拉OK, 2366 5155,"Argyle Centre, Mong Kok"
Neway CEO卡拉OK,卡拉OK, 2196 2196,訂房及查詢熱線
A Asterisk Music,錄音服務, 2356 2226,"Gee Chang Ind Bldg, Hung Hom"
Nanjing Music Group Ltd,錄音服務, 2780 5145,"Wang Fu Bldg, Tsim Sha Tsui"
數碼動音有限公司,錄音服務, 2889 5998,柴灣 柴灣工業城
郭氏功夫金龍醒獅團,舞龍舞獅表演, 2395 6263,大角咀 福全工廠大廈
Bruce Law Stunt Unlimited,電影特技, 2474 5697,"Pak Sha Tsuen, Yuen Long"
加城有限公司,電影製片及片場, 2336 6165,尖沙咀 海威商業中心
思遠影業公司,電影製片及片場, 2385 6125,油麻地 儉德大廈
Siren Films Ltd,電影製片及片場, 2616 0467,"Hollywood Coml Hse, Central District"
成豐電影製片廠有限公司,電影製片及片場, 2792 0091,西貢 新安村
珠城錄像有限公司 ,電影製片及片場, 2699 9307,沙田 盈力工業中心
萬聲影視企業公司,電影製片及片場, 2314 2360,油麻地 德慶大廈
電影工作室有限公司,電影製片及片場, 2768 8678,九龍塘 創新中心
銀都機構有限公司,電影製片及片場, 2780 7649,清水灣 清水灣片場
橙天嘉禾娛樂有限公司,電影製片及片場, 2352 8338,灣仔 資本中心
Carbon Ltd,電視片集─製作及發行, 2540 8009,上環 Kingdom Power Coml Bldg
Sony Pictures Television (HK) Ltd,電視片集─製作及發行, 2913 3788,"Cityplaza, Shau Kei Wan"
勤十緣文化產業(香港)有限公司,電視片集─製作及發行, 2525 9838,觀塘 保華企業中心
點金製作有限公司,電視片集─製作及發行, 2865 3083,灣仔 其康大廈
3-To Co Ltd,電影製作, 2681 2148,"Hewlett Centre, Kwun Tong"
852 Films Ltd,電影製作, 2576 7718,九龍灣 Kai Fuk Ind Centre
Applause Pictures Ltd,電影製作, 2366 1622,"133 Hoi Bun Rd, Kwun Tong"
Asia Legend Ltd,電影製作, 2345 8053,"Jumbo Ind Bldg, Kwun Tong"
Mega-Vision Project Production Ltd,電影製作, 2302 0518,觀塘 Fat Lee Ind Bldg
Mega-Vision Project Workshop Ltd,電影製作, 2304 7739,"Kin Sang Coml Centre, Kwun Tong"
Standard Digital Production Co,電影製作, 2350 3505,"Silver Gdn, Wong Tai Sin"
中國星集團有限公司,電影製作, 2313 1888,上環 干諾道中168-200號信德中心西翼34樓3409室
中國傳媒影視控股有限公司,電影製作, 2547 8172,灣仔 港灣道26號華潤大廈25樓2506-09室
比高集團控股有限公司,電影製作, 2119 0333,中區 雲咸街22-28號四寶大廈12樓1201-1204室
星美國際集團有限公司,電影製作, 86(755)82200000,銅鑼灣 告士打道255-257號信和廣場25樓2502室
香港沙龍電影有限公司,電影製作, 2338 0505,馬頭角 飛達工商業中心
國藝娛樂文化集團有限公司,電影製作, 2851 2118,觀塘 偉業街169號中懋工業大廈2樓B座
MTV Asia,電視台, 2312 0555,觀塘 223 Wai Yip St
Tv5 Monde,電視台, 2989 6090,"Cyberport, Wah Fu"
香港電視網絡有限公司,電視台, 3145 6888,葵涌 健康街18號恆亞中心13樓
香港衛視國際傳媒集團有限公司,電視台, 2333 9861,紅磡 
鳳凰衛視控股有限公司,電視台, 2621 9888,紅磡 德豐街18號海濱廣場1座9樓
BBC Worldwide Ltd,電視台, 2511 2626,"Sun Hung Kai Centre, Wan Chai"
Cable News Network Internatl,電視台, 3128 3400,"Oxford Hse, Quarry Bay"
CNBC Asia Pac,電視台, 2509 5100,"Central Plaza, Wan Chai"
Nhk HK Bureau,電視台, 2509 0178,"HK Arts Centre, Wan Chai"
Sports Corp Ltd,電視台, 2904 4328,"Cornell Centre, Chai Wan"
日本放送協會,電視台, 2593 1190,灣仔 中環廣場
日本放送協會香港支局,電視台, 2509 0238,灣仔 香港藝術中心
西班牙電視台,電視台, 2845 6377,灣仔 
BTI Studios Ltd,配音服務, 2713 3973,九龍灣 Yeung Yiu Chung (No 8) Ind Bldg
Dubbing Ball Advtg & Production Co,配音服務, 8208 8816,"Hung Fook Mans, Wan Chai"
香港專業配音學院有限公司,配音服務, 2148 9278,九龍灣 美羅中心
北極熊製作公司,動畫製作, 2363 8232,土瓜灣 瑞英工業大廈
動畫創作有限公司,動畫製作, 2598 8166,馬鞍山 
博識出版有限公司 ,動畫製作, 2142 8933,灣仔 利昌大廈
意馬國際控股有限公司,動畫製作, 3103 6500,柴灣 新業街8號八號商業廣場23樓
Chau Kee Production Co Ltd,視聽製作, 2555 3950,觀塘 Shiu Fat Ind Bldg
香港商業廣播有限公司,電台, 2336 5111,九龍塘 廣播道3
商台製作有限公司,電台, 2406 8811,九龍塘 廣播道3
Clot Media Div Ltd,視聽製作, 2989 1080,黃竹坑 Scomber Bldg
Digital Century (HK) Co Ltd,視聽製作, 2730 9190,"China HK City, Tsim Sha Tsui"
Kreate A Miracle Ltd,視聽製作, 2364 2390,"Hang Fung Ind Bldg, Hung Hom"
智美控股集團,視聽製作, (8610) 8468 2900,中區 皇后大道中15號置地廣場告羅士打大廈13樓
J S Production,視聽製作, 2602 4809,沙田 Valiant Ind Centre
洋銘科技香港有限公司,視聽製作, 2833 1981,灣仔 交加里26
新城廣播有限公司,電台, 3713 6900,中區 中環中心
D100自己友,電台, 2297 1999,華富 Cyberport
民間電臺,電台, 2505 6699,柴灣 康民工業中心
商業電台,電台, 1872  920,九龍塘 廣播道3
永恆策略投資有限公司,電影發行, 2268 8222,上環 干諾道中168-200號信德中心西座3811室
安勝投資有限公司 ,電影發行, 2782 0877,油麻地 
安樂影片有限公司,電影發行, 2529 3898,灣仔 海富中心
東映動畫企業有限公司,電影發行, 2166 1205,北角 港運大廈
長和國際實業集團有限公司,電影發行, 2579 1718,銅鑼灣 希慎道33號利園41樓4101室
國際影業有限公司,電影發行, 2575 1520,灣仔 新時代中心
寰宇國際控股有限公司,電影發行, 2416 3008,葵涌 大連排道192-200號偉倫中心2期18樓
橙天嘉禾娛樂(集團)有限公司,電影發行, 2352 8222,尖沙咀 中間道18號半島寫字樓大廈16樓
龍祥影業(香港)有限公司,電影發行, 2338 2211,九龍城 太子道272
Toho Film Co (HK) Ltd,電影發行, 2523 2775,"Central Bldg, Central District"
Wong Lai Ching,電影發行, 2302 0861,"Hing Lee Coml Bldg, Yau Ma Tei"
藝高製作有限公司,"娛樂事業,backdrop,Bouncy Castle", 2654 9080,土瓜灣 木廠街3號飛達工商業中心3樓G室
Crown Resort PTE Ltd,娛樂事業, 2918 9966,"Shun Tak Centre, Sheung Wan"
Impact Entertainment (Internatl) Ltd,娛樂事業, 2715 6545,"Gemstar Tower, Hung Hom"
Live Entertainment Ltd,娛樂事業, 2332 1762,"Waterloo Plaza, Mong Kok"
