Company Name,Tags,Phone,Address
葉氏化工集團有限公司,潤滑油, 2675 2288,粉嶺 安樂村業暢街13號葉氏化工大廈
Maeda Kasei Co Ltd,潤滑油, 2667 3989,"Tan Kwai Tsuen, Yuen Long"
力雄國際發展有限公司,潤滑油, 8100 3093,觀塘 鴻貿中心
金勝潤滑油有限公司,潤滑油, 2407 0376,葵涌 
Asia (Koon Hou) Carbon Co,碳類產品, 2385 3125,"Cheong Wah Coml Bldg, Mong Kok"
Mongolian Mining Corporation,碳類產品, (976) 7012 2279,灣仔 皇后大道東1號太古廣場3座28樓
力量礦業能源有限公司,碳類產品, 2545 0668,中區 擺花街43號1202室
中煤能源香港有限公司,碳類產品, 2735 1909,灣仔 會展廣場
內蒙古伊泰煤炭股份有限公司,碳類產品, (86477) 8565 688,灣仔 皇后大道東1號太古廣場3座28樓
南戈壁資源有限公司,碳類產品, (1604) 681-6799,灣仔 軒尼詩道8-12號中港大廈22樓
開世中國控股有限公司,碳類產品, (86411) 8636-3343,灣仔 軒尼詩道139號中國海外大廈10樓E室
三和磁鐵香港有限公司,碳類產品, 2992 0591,尖沙咀 星光行
香港秦發貿易有限公司,碳類產品, 3173 8093,灣仔 中環廣場
新亞洲碳精得誠公司,碳類產品, 2381 6683,屯門 新興工業大廈
Varta Microbattery Pte Ltd,"助聽器,乾電池─批發及製造,無線電通訊設備及系統,電池材料,電訊器材及用品─批發及製造", 2898 8373,觀塘 鴻圖道19號富登中心17樓1702-1703室
鉅能(香港)實業有限公司,電池材料, 3524 0325,元朗 元朗貿易中心
Lee Yuen Battery Elec & Tire Co,電池材料, 2527 2522,"122 Jaffe Rd, Wan Chai"
元盛行有限公司,電池材料, 3173 0000,中區 中保集團大廈
富基創發有限公司,多功能辦公室設備, 8101 9888,觀塘 成業工業大廈
中國基礎資源控股有限公司,聚乙烯膠材料及製品, 2807 1800,尖沙咀 廣東道5號海洋中心14樓1415室
福興膠品印製廠有限公司,聚乙烯膠材料及製品, 2407 9927,荃灣 新豐工業大廈
德燊電業有限公司,聚乙烯膠材料及製品, 2557 6639,柴灣 啟力工業中心
遠東發泡膠廠有限公司,發泡膠, 2675 5123,粉嶺 皇后山
Season Polyfoam Co,發泡膠, 2476 4462,"81 Tong Yan San Tsuen Rd, Yuen Long"
合力發泡膠廠有限公司,發泡膠, 2476 7923,元朗 唐泰路23
發泰有限公司,發泡膠, 2462 6890,屯門 美基工業大廈
順利發泡膠廠有限公司,發泡膠, 2467 1822,旺角 凱途發展大廈
嘉豐國際(香港)有限公司,發泡膠, 2772 5271,沙田 京瑞廣場
Polystyrene Foam Prods Fty HK Ltd,發泡膠, 2461 7753,"Lam Tei, Tuen Mun"
合發實業公司,發泡膠, 2461 8936,屯門 新慶村
偉華機器廠有限公司 ,發泡膠, 2660 6623,荃灣 TML廣場
創穎實業有限公司,發泡膠, 2687 2747,沙田 華樂工業中心
興華(雙潔)拓展有限公司,"清潔劑及用品─批發及製造,生產商,金潔麗,保力,柔順劑,洗衣粉,洗潔精,家居用品,消毒藥水", 2463 6420,屯門 天后路18號南豐工業城第二座1樓101室
宏興行發展有限公司,"清潔劑及用品─批發及製造,清潔用品,清潔劑", 2395 0932,元朗 新田米埔隴路47號地下
Hanwai Chemical Prods Co Ltd,清潔劑及用品─批發及製造, 2151 8798,"Seaview Plaza, Shau Kei Wan"
Kin Li Hong Chemical Co Ltd,清潔劑及用品─批發及製造, 2497 7618,"Tsing Yi Ind Centre, Tsing Yi"
Ricco (HK) Trdg Ltd,清潔劑及用品─批發及製造, 2709 1390,"Mai Po Lung, Yuen Long San Tin"
Unipower Prods (HK) Co,清潔劑及用品─批發及製造, 2488 0486,"Ming Wah Ind Bldg, Tsuen Wan"
天泰良友清潔用品有限公司,清潔劑及用品─批發及製造, 2329 8323,新蒲崗 百勝工廠大廈
天華行,清潔劑及用品─批發及製造, 2605 6268,沙田 群力工業大廈
加威(香港)公司,清潔劑及用品─批發及製造, 2411 1609,荃灣 萬象工業大廈
利潔時有限公司 ,清潔劑及用品─批發及製造, 2598 0328,觀塘 創紀之城
宏基,清潔劑及用品─批發及製造, 2332 8669,長沙灣 宏昌工廠大廈
東泰辦館有限公司,清潔劑及用品─批發及製造, 2560 9818,元朗 福達工業大廈
香港中華煤氣有限公司,"氣體供應,煤氣公司,Gas Companies,gas,Town Gas,Towngas", 2963 3388,北角 渣華道363號
林德港氧有限公司,氣體供應, 2372 2372,將軍澳 
香港氧氣有限公司,氣體供應, 2372 2372,將軍澳 
Surety Technical Servs Co,氣體供應, 2687 2372,"Wah Lok Ind Centre, Sha Tin"
中民控股有限公司,氣體供應, 2902 2008,中區 干諾道中168-220號信德中心招商局大廈21樓2113室
中國天倫燃氣控股有限公司,氣體供應, (86371) 6370 7151,中區 康樂廣場1號怡和大廈20樓2001-2005室
中國聯盛煤層氣頁岩氣產業集團有限公司,氣體供應, 2123 1590,北角 電氣道148號37樓3705室
東方明珠石油有限公司,氣體供應, 2522 2898,中區 皇后大道中9號19樓1908室
新中國氣體有限公司,氣體供應, 2305 0909,將軍澳 將軍澳
新奧能源控股有限公司,氣體供應, 2528 5666,金鐘 金鐘道89號力寶中心第1座31樓3101-3104室
鄭州華潤燃氣股份有限公司,氣體供應, (86371) 6885 5777,中區 夏愨道10號和記大廈9樓908室
永成傢俬公司,"傢俬─零售,Furniture,Interior Design,室內裝修,訂造傢俬,傢俬", 2714 2796,土瓜灣 馬頭圍道290A地下
滿華鋼具傢俬公司,"傢俬─零售,locker,office furniture,Safe,夾萬,辦公室傢俬", 2393 5939,旺角 廣東道1139號業廣工業樓5樓全層
Abby Home Design,傢俬─零售, 2773 1591,"Chatham Coml Bldg, Hung Hom"
Arredamenti Co Ltd,傢俬─零售, 2625 0990,馬鞍山 Sunshine City Coml Centre
Axis Collections,傢俬─零售, 2858 6919,"116 Queen's Rd W, Sheung Wan"
BIF 韓國傢俬,傢俬─零售, 2804 1836,石塘咀 太平洋廣場
Dream Interiors (HK) Ltd,傢俬─零售, 2881 9122,黃竹坑 2 Heung Yip Rd
Easy Champ Ltd,傢俬─零售, 2997 8171,紅磡 Loyal Mans
Fai Wong Furn Design Co,傢俬─零售, 3142 4323,"69 San Shing Ave, Sheung Shui"
Fung Ngai Furn Productions Ltd,傢俬─零售, 2711 2084,"Mongkok Harbour Centre, Mong Kok"
Hang Kui Furn Design Co,傢俬─零售, 2670 1968,大埔 85 Kwong Fuk Rd
HBF (HK) Ltd,傢俬─零售, 2521 5601,"Universal Trade Centre, Central District"
隆興煙花有限公司,"花炮─批發及製造,炮竹及煙花廠", 2314 0633,尖沙咀東 康宏廣場
元隆行有限公司,炮竹及煙花廠, 2956 2388,觀塘 鴻懋工業大廈
燁隆煙花有限公司,炮竹及煙花廠, 2992 0212,觀塘 豐利中心
正大墊件膠貼有限公司,海綿, 2656 6882,九龍灣 美羅中心
Hip Sing Polyester Resin Foam Mfr Co Ltd,海綿, 2687 6277,"Yan Yiu Hse, Fanling"
Luen Tai Group (China) Ltd,海綿, 3129 9200,"New Tech Plaza, San Po Kong"
Wah Tung Sponge Fty Ltd,海綿, 2243 3671,"Kln Bay Ind Centre, Kowloon Bay"
三益實業(香港)有限公司,海綿, 2763 6076,沙田 富騰工業中心
三益實業公司,海綿, 2763 6359,沙田 富騰工業中心
友聯膠類製品廠,海綿, 2605 0493,沙田 豐盛工業中心
亞洲資源國際有限公司,海綿, 2759 9110,觀塘 世達中心
拓聯集團有限公司,海綿, 2997 6086,新蒲崗 新寶中心
威皇實業有限公司,海綿, 2758 4052,新蒲崗 旺景工業大廈
偉民實業有限公司,海綿, 2352 3322,荃灣 晉昇工廠大廈
凱德泡棉工程有限公司,海綿, 2407 6268,荃灣 順力工業大廈
法國威龍香料(遠東)有限公司,"化工原料─食用香精及日用香料,香油,Essential Oil,Fragrance,香精", 2850 6866,上環 文咸西街18號盤谷銀行大廈9樓
東和香料有限公司,香油, 2540 3579,元朗 新時代廣場
新途草本藥療發展有限公司,香油, 2407 0213,荃灣 利時工業大廈
榮華行,香油, 2886 2625,筲箕灣 
儷彩軒香薰美容專商店,香油, 2397 5040,旺角 東海大廈
裕升實業有限公司,化工原料─電子, 2697 1900,沙田 華生工業大廈
大象集團香港有限公司 ,化工原料─食用香精及日用香料, 2544 9795,北角 興發街88
中國香精香料有限公司,化工原料─食用香精及日用香料, 2838 0082,灣仔 杜老誌道6號群策大廈15樓1504-15045室
宜佳貿易有限公司,化工原料─食用香精及日用香料, 2332 2308,旺角 荷李活商業中心
CPL香料(遠東)有限公司,化工原料─食用香精及日用香料, 3719 5195,元朗 
身之晨香料有限公司,化工原料─食用香精及日用香料, 2976 9093,柴灣 益高工業大廈
奇華頓香港有限公司,化工原料─食用香精及日用香料, 2890 8031,銅鑼灣 力寶禮頓大廈
森馨科技香港有限公司,化工原料─食用香精及日用香料, 2408 0511,尖沙咀 新港中心
華寶香精香料(香港)有限公司,化工原料─食用香精及日用香料, 2690 2565,沙田 豐盛工業中心
三陽行化工有限公司,化工原料─印染, 2421 2448,荃灣 匯力工業中心
創熹有限公司,化工原料─印染, 2682 9091,新蒲崗 宏發工廠大廈
Rich Gain Inc Ltd,化工原料─印染, 2428 6696,荃灣 Harmony Gdn
百事吉發展有限公司,化工原料─印染, 2721 0511,九龍灣 寶隆中心
積架石油化工有限公司,化工原料─印染, 2744 5410,沙田 山尾街
環球(香港)代理有限公司,化工原料─印染, 2754 5018,九龍灣 Internatl Plaza
美邦乳膠製品廠有限公司,乳膠製造, 2675 5981,粉嶺 安泰工貿中心
金鈴化工有限公司,"化工原料,Chemical Materials,Chemical Reagent", 2510 7730,灣仔 軒尼詩道447-449號合群大廈11樓
崇榮化工有限公司,"化工原料,工業原料,化工原料,化妝品原料,防冰劑,食用乙醇,香精香料,清潔劑原料,醫藥原料", 2419 1787,葵涌 葵豐街33-39號華豐工業中心2期1樓4室
大發化工國際有限公司,"化工原料,化工原料", 2565 5305,元朗 新灰街2號盛力工業中心A座2字9室
斯文油脂有限公司,化工原料, 2342 3201,觀塘 振萬廣場
興記(聯合)公司,化工原料, 2408 1163,沙田 火炭坳背灣街53-55號美高工業大廈11樓6室
(香港)同舟化工貿易有限公司,化工原料, 2723 9220,上水 劍橋廣場
Amazon Papyrus Chemicals Ltd,化工原料, 2505 6802,"83 Hung To Rd, Kwun Tong"
Chiefdo Ltd,化工原料, 2380 0866,觀塘 King Yip Fty Bldg
Cht China Co Ltd,化工原料, 2453 0877,"Waylee Ind Centre, Tsuen Wan"
泗和棧石油工程有限公司,石油公司, 2382 8431,柴灣 安力工業中心
MI能源控股有限公司,石油公司, (8610) 8489 2298,灣仔 皇后大道東1號太古廣場3期28樓
Ventures Sino Ltd,石油公司, 2295 6588,荃灣 Tower 2 Belvedere Gdns Phs 1
中化香港(集團)有限公司,石油公司, 2824 0100,灣仔 會展廣場
中亞石油有限公司,石油公司, 2598 8808,上環 信德中心
中信資源控股有限公司,石油公司, 2899 8200,金鐘 金鐘道88號太古廣場1座30樓
中國油氣控股有限公司,石油公司, 2802 3623,上環 干諾道中168-200號信德中心西翼37樓3707-3708室
中興石油有限公司,石油公司, 2649 3711,沙田 沙田
巨濤海洋石油服務有限公司,石油公司, 2330 6243,長沙灣 青山道538號半島大廈19樓13室
成功石油公司,石油公司, 2944 1422,屯門 鍾屋村
威昌國際有限公司,石油公司, 2387 8200,屯門 鍾屋村
泰山石油貿易有限公司,石油公司, 2116 1388,灣仔 港灣道30號新鴻基中心49樓4901室
鴻發成玻璃製品廠有限公司,"樽─批發及製造,bottle,Glass Bottle,Glass bottles", 2467 9897,屯門 新平街2號屯門工業中心B座4樓B2室
金輝塑膠樽廠有限公司,"塑膠瓶,樽─批發及製造,bottles,Plastic Bottles,塑膠瓶,膠樽,樽", 2466 0003,沙田 火炭坳背灣街61-63號盈力工業中心11樓10室
南南資源實業有限公司,木炭, 2248 0188,金鐘 金鐘道88號太古廣場2座10樓1003-1006室
中興塑膠樽廠,"塑膠容器,塑膠瓶,樽─批發及製造,bottles,Plastic Containers", 2465 1783,屯門 新安街16號百勝工業大廈22樓B室
同昌印花玻璃製品廠,樽─批發及製造, 2476 3769,元朗 屏唐東街5
Chan So Fun,木炭, 2476 2552,"Nam Hang Tsuen, Yuen Long"
志成環保炭業公司,木炭, 2462 7783,天水圍 逸浪樓
炭之源有限公司,木炭, 2576 7752,旺角 偉興大廈
德興泰,木炭, 2479 1019,元朗 白沙村
祥康貿易有限公司,膠轆, 2369 6737,尖沙咀 錦榮商業大廈
新利豐膠轆五金,膠轆, 2783 7998,油麻地 
永利物流用品公司,膠轆, 2323 8884,油麻地 新填地街178
梁有記五金,膠轆, 2780 6975,旺角 廣福大廈
梁有記五金,膠轆, 2388 0573,旺角 廣東道977
Chiu Ming Pvc Mfy,聚氯乙烯膠製品, 2366 8837,"Thriving Ind Centre, Tsuen Wan"
三友實業製品有限公司,聚氯乙烯膠製品, 2489 8840,葵涌 美順工業大廈
金茂(香港)塑膠有限公司,聚氯乙烯膠製品, 2390 3729,旺角 利豐大樓
新安PVC軟膠縫合製品廠,聚氯乙烯膠製品, 2605 7870,土瓜灣 泰捷工廠大廈
榮輝軟膠製品廠有限公司,聚氯乙烯膠製品, 2605 6510,沙田 宇宙工業中心
寶利威實業公司,"膠袋及手挽袋,Biodegradable Bag,Compostable Bag", 2797 3319,觀塘 成業街7號寧晉中心17樓H室
天龍國際(遠東)有限公司,"膠袋及手挽袋,ECO Bags,Ecological,Handbags", 3902 3110,觀塘 觀塘道396號毅力工業中心5字樓R室
忠誠(香港)膠袋印製廠有限公司,"手挽袋,膠袋,膠袋及手挽袋", 2553 3883,黃竹坑 業發街6號益年工業大廈6樓A室
嘉豐(香港)膠袋製品有限公司,"膠袋及手挽袋,shopping bag,手挽袋,包裝膠袋,垃圾袋,便利雨衣,塑膠禮品,膠袋批發", 2428 4784,葵涌 大連排道150號金豐工業大廈2座13樓Q室
中信膠袋公司,膠袋及手挽袋, 2413 2638,荃灣 嘉力工業中心
東山貿易公司,"膠袋及手挽袋,手挽袋,信封膠貼袋,背心袋,膠袋", 2413 2702,荃灣 青山道491-501號嘉力工業中心B座4樓7室
Hanger Supplies Ltd,膠袋及手挽袋, 2799 3868,"Nan Fung Coml Centre, Kowloon Bay"
Muk Biu Plastic Bags Fty,膠袋及手挽袋, 2423 0177,"Koon Wo Ind Bldg, Kwai Chung"
Shui Hing Polybag Prtg Co,膠袋及手挽袋, 2717 6686,"Wah Fai Ind Bldg, Yau Tong"
CP Leader Environmental Technology Ltd,塑膠廢料, 2671 8874,"Ping Ha Rd, Yuen Long"
百事得塑膠原料有限公司,塑膠廢料, 2481 2303,尖沙咀 中福商業大廈
英信國際發展有限公司,塑膠廢料, 2700 4610,尖沙咀東 新東海商業中心
海記塑膠原料有限公司,塑膠廢料, 2668 0301,上水 料壆
特偉中國發展有限公司,塑膠廢料, 2806 0866,北角 秀明中心
善誠有限公司,塑膠廢料, 2753 0032,尖沙咀 海洋中心
CK Polymers (HK) Ltd,塑膠廢料, 2317 5500,"High Win Fty Bldg, Kwun Tong"
Dolf (F E) Ltd,塑膠廢料, 2385 6268,"Sunbeam Coml Bldg, Yau Ma Tei"
Giant Dragon Investment Ltd,塑膠廢料, 2671 0669,"Landmark North, Sheung Shui"
天成行貿易公司,塑膠廢料, 2771 3029,油麻地 泰盛商業(油麻地)大樓
卡士登塑料香港有限公司,塑膠廢料, 2736 0840,尖沙咀 海洋中心
正源國際發展有限公司,塑膠廢料, 2546 8896,上環 中英大廈
榮華塑膠廠(香港)有限公司,"喉管─塑膠,塑膠片、軟片、桿、管─製造,塑膠玩具,塑膠製品,ABS Tube", 2676 2888,粉嶺 安全街33號豐盈工貿中心5樓H室
中興實業公司,"塑膠製品,File,PVC,八達通套,吸塑,書封面,絲印,塑膠製品,燙金", 2342 1831,觀塘 敬業街65-67號敬運工業大廈9字樓R座
3D-Pro Prods Ltd,塑膠製品, 2951 9706,"Lemmi Centre, Kwun Tong"
Ani Ani Ltd,塑膠製品, 2370 8707,"HK Ind Centre, Cheung Sha Wan"
Bonaka Internatl Ltd,塑膠製品, 3652 6000,"Century Ind Centre, Sha Tin"
Fuji PLA HK Ltd,塑膠製品, 2690 2134,"Shatin Galleria, Sha Tin"
Fukoku (HK) Co Ltd,塑膠製品, 2741 8266,"Peninsula Tower, Cheung Sha Wan"
Hang Wing Environmental Tech Co Ltd,塑膠製品, 2559 9232,長沙灣 Elite Ind Centre
Inplast Ltd,塑膠製品, 2950 9287,"Infotech Centre, Kwun Tong"
LTI實業有限公司,塑膠製品, 2414 9701,荃灣 銓通工業大廈
藝烽實業有限公司,"塑膠瓶,bottles,cosmetic bottle,packaging", 2115 9172,觀塘 成業街15-17號成運工業大廈3樓309室
順濠有限公司,塑膠瓶, 2425 7921,葵涌 健康街1-7號致華工業大廈21字樓A室
金井OK實業有限公司,"塑膠瓶,Bottle Plastic,Plastic Bottle,塑膠容器,塑膠瓶,膠樽", 2462 6682,屯門 天后路18號南豐工業城第4座13樓1306A室
方正塑膠樽廠有限公司,塑膠瓶, 2454 3398,屯門 百勝工業大廈
利得塑膠廠,塑膠瓶, 2414 4877,荃灣 榮豐工業大廈
高力塑膠製品有限公司,塑膠瓶, 2408 7217,荃灣 馬角街8
Tai Sang Plastic Cork Co,塑膠瓶, 2387 0733,"Golden Ind Bldg, Kwai Chung"
方大實業有限公司,塑膠瓶, 3188 0231,長沙灣 福源廣場
敬業實業公司,塑膠瓶, 2456 3138,屯門 鳴發工業大廈
聲立國際控股有限公司,塑膠瓶, 3161 6080,屯門 建榮商業大廈
塑科(香港)有限公司,"塑膠原料,BASF,Nylon,TPE,TPU,巴斯夫,尼龍,熱塑性聚氨酯彈性體,熱塑性彈體", 2838 9080,觀塘 創業街25號創富中心2801-03室
金海發展(香港)有限公司,塑膠原料, 2566 6328,北角 電氣道148
萬利昌國際有限公司,塑膠原料, 2345 2899,觀塘 官塘工業中心
台聚(香港)有限公司,"塑膠原料,塑膠原料,塑膠", 2573 7962,灣仔 軒尼詩道258號德士古大廈6樓
Lee Tai Hong (Plastic Material) Co Ltd,塑膠原料, 2565 9732,"Wah Luen Ind Centre, Sha Tin"
Lih Shing Internatl (HK) Co Ltd,塑膠原料, 2388 6810,"Fashion Centre, Cheung Sha Wan"
Meta Plastics & Chemicals (China) Ltd,塑膠原料, 2463 3818,"Hung Cheung Ind Centre, Tuen Mun"
Techno-Umg HK Co Ltd,塑膠原料, 2521 7622,"Admiralty Centre, Wan Chai"
丸榮國際有限公司 ,塑膠原料, 2417 9669,荃灣 海盛路11
山宗香港有限公司 ,塑膠原料, 2739 2101,尖沙咀 普基商業中心
出光獅王塑料(香港)有限公司,塑膠原料, 2530 1000,紅磡 都會大廈
Evernoble Ltd,塑膠花, 2745 5705,"Hop Hing Ind Bldg, Cheung Sha Wan"
鴻圖塑膠廠有限公司,塑膠花, 2343 9139,觀塘 鴻圖道1
三菱化學先進材料(亞太區)有限公司,"塑膠片、軟片、桿、管─批發,塑膠片、軟片、桿、管─製造,ABS", 2470 2683,元朗 屏山蝦尾新村60號
IKKA (HK) Co Ltd,塑膠片、軟片、桿、管─製造, 2634 0633,"Landmark North, Sheung Shui"
田氏實業有限公司,塑膠片、軟片、桿、管─製造, 2343 0151,旺角 華比銀行大廈
勉勵龍(香港)有限公司,塑膠片、軟片、桿、管─製造, 2543 5466,上環 華秦國際大廈
Strong Rich Holdings Ltd,塑膠片、軟片、桿、管─製造, 2873 3693,"Ocean Shores, Tseung Kwan O"
金輝五金塑膠制品廠有限公司 ,塑膠片、軟片、桿、管─製造, 2413 3922,荃灣 嘉力工業中心
威力塑膠工程有限公司,塑膠片、軟片、桿、管─製造, 2475 2436,元朗 紅棗田
棠記膠片製品公司,塑膠片、軟片、桿、管─製造, 2422 9955,葵涌 永業工廠大廈
穎田企業有限公司,塑膠片、軟片、桿、管─製造, 2370 6370,長沙灣 田氏企業中心
布魯克納遠東有限公司,塑膠─機器及配備, 2882 1028,銅鑼灣 裕景商業中心
住重塑膠機械(香港)有限公司,塑膠─機器及配備, 2750 6630,九龍灣 德福大廈
雅琪塑膠機器製造廠有限公司,塑膠─機器及配備, 2741 1312,長沙灣 新光工業大廈
擁富有限公司,塑膠─機器及配備, 2690 2383,沙田 富騰工業中心
Ho Ying Hung,塑膠─機器及配備, 2303 1991,"Hang Fung Ind Bldg, Hung Hom"
日進機械設備有限公司 ,塑膠─機器及配備, 2348 8498,觀塘 新城工商中心
合威貿易公司,塑膠─機器及配備, 2311 4832,尖沙咀 金時商業大廈
德保雪粒有限公司,乾冰, 2465 6380,屯門 冠華鏡廠(第六)工業大廈
聯益冰業貿易有限公司,乾冰, 2413 9878,西營盤 確利達中心
Ming Ip Plastic Tube Fty,喉管─塑膠, 2796 8633,"Luen Cheong Can Centre, Tuen Mun"
百福來工程,喉管─塑膠, 2410 9212,馬鞍山 銀湖天峰
勵業實業(香港)有限公司,喉管─塑膠, 2677 4250,荃灣 順力工業大廈
東亞膠管有限公司,喉管─塑膠, 2252 7238,打鼓嶺 坪洋
祥輝製品有限公司,喉管─塑膠, 2468 1901,屯門 建發工業中心
僑聯實業公司,喉管─塑膠, 2554 9496,上環 福陞閣
Sunyui Co Ltd,傢俬─家居辦公室, 2329 5966,"Glory Centre, Yau Ma Tei"
Apex (HK) Enterprise Ltd,傢俬─家居辦公室, 2677 1989,沙田 Fonda Ind Bldg
神采飛揚蜜契兒專業護膚沙龍,傢俬─家居辦公室, 2618 6399,屯門 美基工業大廈
Tcp Asia Ltd,亞加力製品─批發及製造, 2140 6918,"China Overseas Bldg, Wan Chai"
三博亞加力制品有限公司,亞加力製品─批發及製造, 2633 9699,馬鞍山 錦菱閣
其仕亞加力製品廠有限公司,亞加力製品─批發及製造, 2744 1927,長沙灣 億利工業中心
雅圖制品廠有限公司,亞加力製品─批發及製造, 2782 5962,觀塘 萬兆豐中心
雅圖廣告贈品有限公司,亞加力製品─批發及製造, 2782 5968,觀塘 萬兆豐中心
激光膠片企業有限公司,亞加力製品─批發及製造, 2191 5066,旺角 新利大廈
Five Stars HK Ltd,塑膠玩具, 2377 0381,"Austin Plaza, Yau Ma Tei"
J T C Ltd,塑膠玩具, 2346 9630,"Wah Shun Ind Bldg, Yau Tong"
大南玩具實業有限公司,塑膠玩具, 2563 7678,葵涌 Golden Dragon Ind Centre
天龍實業公司,塑膠玩具, 2557 6661,柴灣 協興工業大廈
永基實業有限公司,塑膠玩具, 2310 0649,紅磡 凱旋工商中心
永興製品有限公司,塑膠玩具, 2490 2557,荃灣 荃運工業中心
百事達有限公司 ,塑膠玩具, 2817 7213,土瓜灣 順煒工業大廈
宏勝實業有限公司,塑膠玩具, 2665 4002,大埔 太平工業中心
佳達力有限公司,塑膠玩具, 2342 3812,觀塘 廣生行中心
金輝塑膠有限公司,塑膠玩具, 2342 2348,觀塘 美興工業大廈
長城塑膠玩具製品廠,塑膠玩具, 2790 9656,紅磡 興業大廈
保得利塑膠五金製造廠有限公司,塑膠玩具, 2759 8111,觀塘 振業工業大廈
森興棧,橡膠圈, 2548 1189,西營盤 干諾道西158A
I J K Ltd,人造植物, 2735 9165,"Summit Bldg, Hung Hom"
Sunvest Corp,人造植物, 2699 2773,"Tung Ning Bldg, Sha Tin"
Top Honest Ind Ltd,人造植物, 2422 6868,沙田 Universal Ind Centre
光榮人造花有限公司,人造植物, 2395 4692,旺角 福康工業大廈
百莉絲花有限公司,人造植物, 2670 2397,葵涌 冠和工業大廈
東南絲花有限公司,人造植物, 2710 9993,旺角 威達商業大廈
東海鑫發洋行,人造植物, 2771 0350,紅磡 維港中心
金旋實業有限公司,人造植物, 2834 8810,九龍灣 環球工商大廈
金寶(K B)實業有限公司,人造植物, 2417 0933,荃灣 長豐工業大廈
建邦國際有限公司,人造植物, 2646 8932,觀塘 皇廷廣場
海林絲花廠有限公司 ,人造植物, 2669 0889,觀塘 彩虹工業大廈
浩勝(亞洲)發展有限公司,人造植物, 2481 6612,葵涌 同珍工業大廈
Hose Specialist Ltd,喉管─橡膠, 2374 1341,"Kam Fong Mans, Mong Kok"
香港南泰五金有限公司,橡膠原料, 2712 5286,沙田 協興工業中心
新慶化學(香港)有限公司 ,橡膠原料, 2366 1443,旺角 威達商業大廈
中穎精密工業有限公司,橡膠原料, 2481 7617,葵涌 達利中心
旭騏有限公司,橡膠原料, 2690 9727,北角 桂洪集團中心
巴塞爾亞洲有限公司,油封口, 2868 1860,灣仔 華懋世紀廣場
興業塑膠五金製品廠,橡膠製品, 2669 1939,旺角 新填地街594
Kwok Wah Rubber Fty,橡膠製品, 2497 3862,"Tsing Yi Ind Centre, Tsing Yi"
Ta Yang Silicone Rubber Ind Co Ltd,橡膠製品, 2884 1779,"Metro Centre, Kowloon Bay"
山內香港有限公司,橡膠製品, 2795 8278,九龍灣 南豐商業中心
日本三箭(香港)有限公司,橡膠製品, 2596 0166,觀塘 鴻圖中心
伯昌橡膠行有限公司,橡膠製品, 2462 0018,新蒲崗 永濟工業大廈
利達實業(香港)有限公司,橡膠製品, 2420 1380,葵涌 麗晶中心
剛輝橡膠製品有限公司,橡膠製品, 2493 5983,葵涌 達利中心
創裕震墊膠貼有限公司,橡膠製品, 2609 1282,沙田 世紀工業中心
華聯橡膠廠有限公司,橡膠製品, 2664 9096,大埔 太平工業中心
雄記膠廠有限公司,橡膠製品, 2360 2823,長沙灣 華創中心
萬樂橡膠製品有限公司,橡膠製品, 2756 5008,新蒲崗 新時代工貿商業中心
亨達 亞洲 有限公司,炸藥, 2517 4823,九龍灣 九龍灣工業中心
Combined Yield Ltd,塑膠─工模, 2609 4288,"Technology Park, Sha Tin"
Kiyokuni Industry (Asia) Ltd,塑膠─工模, 2377 3108,"Cambridge Hse, Tsim Sha Tsui"
Meiko Sangyo Co (HK) Ltd,塑膠─工模, 2427 6417,"Veristrong Ind Centre, Sha Tin"
Ogata Precision (HK) Ltd,塑膠─工模, 2367 1600,"China HK City, Tsim Sha Tsui"
永駿實業(香港)有限公司,塑膠─工模, 2947 0981,沙田 盈力工業中心
宏駿工程公司,塑膠─工模, 2412 2211,荃灣 榮豐工業大廈
協盛工業有限公司,塑膠─工模, 2485 3328,荃灣 科技中心
香港匯進企業有限公司,塑膠─工模, 2415 2293,荃灣 新領域廣場
強成模有限公司,塑膠─工模, 2795 1850,觀塘 海濱中心
華美(香港)塑膠製品廠有限公司,塑膠─工模, 2465 2746,屯門 廣建貿易中心
新世紀妮紅咬花有限公司,塑膠─工模, 2368 1209,尖沙咀東 幸福中心
香港餐飲設備策劃有限公司,"飲食業策劃顧問,洗碗碟機,電磁爐,廚房設備", 2840 1488,沙田 石門安麗街11號企業中心2樓223室
膳食工程設計顧問有限公司,"飲食牌照顧問,飲食業策劃顧問", 2304 3468,觀塘 成業街30號華富工貿中心13樓8室
美城裝修設計工程有限公司,飲食業策劃顧問, 3286 3586,荃灣 橫窩仔街16
HK Designers Co Ltd,飲食業策劃顧問, 2310 2628,"Yick Tai Ind Bldg, Cheung Sha Wan"
Samyo Ltd,飲食業策劃顧問, 2861 0122,"Witty Coml Bldg, Mong Kok"
大潤有限公司,飲食業策劃顧問, 3514 9006,旺角 朗豪坊商場
五洲設計顧問有限公司,飲食業策劃顧問, 2576 2678,北角 百家利中心
名軒(中國)控股有限公司,飲食業策劃顧問, (8621) 6250 5855,銅鑼灣 希慎道33號利園12樓
建一牌照顧問有限公司,室內裝修及設計, 3579 8333,長沙灣 瓊林街82號陸佰中心 5字樓A及B室
洛解有限公司,飲食業策劃顧問, 2878 1148,大角咀 科興中心
廣聯牌照顧問工程,飲食業策劃顧問, 2473 2955,屯門 德雅工業中心
